series_cn,quality_grade_cn,quality_grade_en,fabric_code,fabric_name_cn,fabric_name_en,composition_cn,composition_en,width_cn,width_en,weight_cn,weight_en,color_codes,price_adjustment_cn,bulk_price_rmb_per_kg,net_price_rmb_per_kg,net_price_rmb_per_meter,cutting_price_rmb_per_meter,quantification_m_per_kg,quantification_en,tube_kg,empty_allowance_kg,tube_plus_allowance_kg_per_roll,tube_allowance_status,reference_roll_weight_kg,reference_roll_weight_en,remarks_cn,remarks_en,default_bulk_price_rmb_per_kg,default_net_price_rmb_per_kg,default_net_price_rmb_per_meter
双面+肌理系列,一等品,First Grade,6307,果冻空气棉,Jelly Air Cotton,63.1%棉 36.9%聚酯纤维,63.1% Cotton 36.9% Polyester,185CM±5CM,185 cm ± 5 cm,320±5%,320 gsm ± 5%,1#,-2元,72.5,70.3,37.6,48.9,1.69,1.69 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,,72.5,44.2
双面+肌理系列,一等品,First Grade,6307,果冻空气棉,Jelly Air Cotton,63.1%棉 36.9%聚酯纤维,63.1% Cotton 36.9% Polyester,185CM±5CM,185 cm ± 5 cm,320±5%,320 gsm ± 5%,"21#,22#,33#,68#,69#,72#",+2元,72.5,74.8,40.2,48.9,1.69,1.69 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,,72.5,44.2
双面+肌理系列,一等品,First Grade,6307,果冻空气棉,Jelly Air Cotton,63.1%棉 36.9%聚酯纤维,63.1% Cotton 36.9% Polyester,185CM±5CM,185 cm ± 5 cm,320±5%,320 gsm ± 5%,"2#,3#,20#,26#",+3元,72.5,76.0,40.9,48.9,1.69,1.69 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,活性黑（2#）,Reactive Black(2#),,72.5,44.2
双面+肌理系列,一等品,First Grade,6307,果冻空气棉,Jelly Air Cotton,63.1%棉 36.9%聚酯纤维,63.1% Cotton 36.9% Polyester,185CM±5CM,185 cm ± 5 cm,320±5%,320 gsm ± 5%,55#,+5元,72.5,78.3,42.3,48.9,1.69,1.69 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,,72.5,44.2
双面+肌理系列,一等品,First Grade,6307,果冻空气棉,Jelly Air Cotton,63.1%棉 36.9%聚酯纤维,63.1% Cotton 36.9% Polyester,185CM±5CM,185 cm ± 5 cm,320±5%,320 gsm ± 5%,43#,+6元,72.5,79.3,42.9,48.9,1.69,1.69 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,,72.5,44.2
双面+肌理系列,合格品,Qualified Grade,6325,果冻空气棉,Jelly Air Cotton,77%棉 17%聚酯纤维 6%氨纶,77% Cotton 17% Polyester 6% Spandex,175CM±5CM,175 cm ± 5 cm,260±5%,260 gsm ± 5%,"26#,28#,31#,68#,69#,71#,72#",+2元,69.6,72.5,32.9,43.5,2.2,2.2 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,67.4,70.3,32.0
双面+肌理系列,合格品,Qualified Grade,6325,果冻空气棉,Jelly Air Cotton,77%棉 17%聚酯纤维 6%氨纶,77% Cotton 17% Polyester 6% Spandex,175CM±5CM,175 cm ± 5 cm,260±5%,260 gsm ± 5%,2#,+3元,70.7,73.7,33.5,43.5,2.2,2.2 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,活性黑（2#）,Reactive Black(2#),67.4,70.3,32.0
双面+肌理系列,合格品,Qualified Grade,6325,果冻空气棉,Jelly Air Cotton,77%棉 17%聚酯纤维 6%氨纶,77% Cotton 17% Polyester 6% Spandex,175CM±5CM,175 cm ± 5 cm,260±5%,260 gsm ± 5%,29#,+5元,72.8,76.0,34.6,43.5,2.2,2.2 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,67.4,70.3,32.0
双面+肌理系列,合格品,Qualified Grade,6325,果冻空气棉,Jelly Air Cotton,77%棉 17%聚酯纤维 6%氨纶,77% Cotton 17% Polyester 6% Spandex,175CM±5CM,175 cm ± 5 cm,260±5%,260 gsm ± 5%,75#,+10元,78.3,81.6,37.1,43.5,2.2,2.2 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,67.4,70.3,32.0
双面+肌理系列,一等品,First Grade,6325,果冻空气棉,Jelly Air Cotton,77%棉 17%聚酯纤维 6%氨纶,77% Cotton 17% Polyester 6% Spandex,175CM±5CM,175 cm ± 5 cm,260±5%,260 gsm ± 5%,"26#,28#,31#,68#,69#,71#,72#",+2元,77.1,79.3,32.9,43.5,2.2,2.2 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,,77.1,35.0
双面+肌理系列,一等品,First Grade,6325,果冻空气棉,Jelly Air Cotton,77%棉 17%聚酯纤维 6%氨纶,77% Cotton 17% Polyester 6% Spandex,175CM±5CM,175 cm ± 5 cm,260±5%,260 gsm ± 5%,2#,+3元,77.1,80.4,33.5,43.5,2.2,2.2 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,活性黑（2#）,Reactive Black(2#),,77.1,35.0
双面+肌理系列,一等品,First Grade,6325,果冻空气棉,Jelly Air Cotton,77%棉 17%聚酯纤维 6%氨纶,77% Cotton 17% Polyester 6% Spandex,175CM±5CM,175 cm ± 5 cm,260±5%,260 gsm ± 5%,29#,+5元,77.1,82.7,34.6,43.5,2.2,2.2 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,,77.1,35.0
双面+肌理系列,一等品,First Grade,6325,果冻空气棉,Jelly Air Cotton,77%棉 17%聚酯纤维 6%氨纶,77% Cotton 17% Polyester 6% Spandex,175CM±5CM,175 cm ± 5 cm,260±5%,260 gsm ± 5%,75#,+10元,77.1,88.4,37.1,43.5,2.2,2.2 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,,77.1,35.0
双面+肌理系列,合格品,Qualified Grade,6328,极品水柔棉,Premium Soft Cotton,95.2%棉 4.8%氨纶,95.2% Cotton 4.8% Spandex,175CM±5CM,175 cm ± 5 cm,210±5%,210 gsm ± 5%,1#,-2元,66.3,69.1,25.4,38.0,2.72,2.72 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,68.5,71.4,26.3
双面+肌理系列,合格品,Qualified Grade,6328,极品水柔棉,Premium Soft Cotton,95.2%棉 4.8%氨纶,95.2% Cotton 4.8% Spandex,175CM±5CM,175 cm ± 5 cm,210±5%,210 gsm ± 5%,"32#,52#,91#",+2元,70.7,73.7,27.1,38.0,2.72,2.72 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,68.5,71.4,26.3
双面+肌理系列,合格品,Qualified Grade,6328,极品水柔棉,Premium Soft Cotton,95.2%棉 4.8%氨纶,95.2% Cotton 4.8% Spandex,175CM±5CM,175 cm ± 5 cm,210±5%,210 gsm ± 5%,2#,+3元,71.7,74.8,27.5,38.0,2.72,2.72 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,活性黑（2#）,Reactive Black(2#),68.5,71.4,26.3
双面+肌理系列,合格品,Qualified Grade,6328,极品水柔棉,Premium Soft Cotton,95.2%棉 4.8%氨纶,95.2% Cotton 4.8% Spandex,175CM±5CM,175 cm ± 5 cm,210±5%,210 gsm ± 5%,54#,+5元,73.9,77.1,28.4,38.0,2.72,2.72 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,68.5,71.4,26.3
双面+肌理系列,一等品,First Grade,6328,极品水柔棉,Premium Soft Cotton,95.2%棉 4.8%氨纶,95.2% Cotton 4.8% Spandex,175CM±5CM,175 cm ± 5 cm,210±5%,210 gsm ± 5%,1#,-2元,78.3,76.0,25.4,38.0,2.72,2.72 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,,78.3,29.5
双面+肌理系列,一等品,First Grade,6328,极品水柔棉,Premium Soft Cotton,95.2%棉 4.8%氨纶,95.2% Cotton 4.8% Spandex,175CM±5CM,175 cm ± 5 cm,210±5%,210 gsm ± 5%,"32#,52#,91#",+2元,78.3,80.4,27.1,38.0,2.72,2.72 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,,78.3,29.5
双面+肌理系列,一等品,First Grade,6328,极品水柔棉,Premium Soft Cotton,95.2%棉 4.8%氨纶,95.2% Cotton 4.8% Spandex,175CM±5CM,175 cm ± 5 cm,210±5%,210 gsm ± 5%,2#,+3元,78.3,81.6,27.5,38.0,2.72,2.72 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,活性黑（2#）,Reactive Black(2#),,78.3,29.5
双面+肌理系列,一等品,First Grade,6328,极品水柔棉,Premium Soft Cotton,95.2%棉 4.8%氨纶,95.2% Cotton 4.8% Spandex,175CM±5CM,175 cm ± 5 cm,210±5%,210 gsm ± 5%,54#,+5元,78.3,83.9,28.4,38.0,2.72,2.72 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,,78.3,29.5
双面+肌理系列,合格品,Qualified Grade,6329,粒子双面,Particle Double-Face,50.5%聚酯纤维 40.1%棉 9.4%氨纶,50.5% Polyester 40.1% Cotton 9.4% Spandex,170CM±5CM,170 cm ± 5 cm,320±5%,320 gsm ± 5%,"19#,53#,55#",+2元,64.1,66.8,36.3,48.9,1.84,1.84 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,64.1,66.8,36.3
双面+肌理系列,合格品,Qualified Grade,6329,粒子双面,Particle Double-Face,50.5%聚酯纤维 40.1%棉 9.4%氨纶,50.5% Polyester 40.1% Cotton 9.4% Spandex,170CM±5CM,170 cm ± 5 cm,320±5%,320 gsm ± 5%,2#,+3元,64.1,66.8,36.3,48.9,1.84,1.84 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,活性黑（2#）,Reactive Black(2#),64.1,66.8,36.3
双面+肌理系列,合格品,Qualified Grade,6329,粒子双面,Particle Double-Face,50.5%聚酯纤维 40.1%棉 9.4%氨纶,50.5% Polyester 40.1% Cotton 9.4% Spandex,170CM±5CM,170 cm ± 5 cm,320±5%,320 gsm ± 5%,36#,+5元,64.1,66.8,36.3,48.9,1.84,1.84 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,64.1,66.8,36.3
双面+肌理系列,一等品,First Grade,6329,粒子双面,Particle Double-Face,50.5%聚酯纤维 40.1%棉 9.4%氨纶,50.5% Polyester 40.1% Cotton 9.4% Spandex,170CM±5CM,170 cm ± 5 cm,320±5%,320 gsm ± 5%,"19#,53#,55#",+2元,76.0,79.2,40.0,48.9,1.84,1.84 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,,73.7,40.0
双面+肌理系列,一等品,First Grade,6329,粒子双面,Particle Double-Face,50.5%聚酯纤维 40.1%棉 9.4%氨纶,50.5% Polyester 40.1% Cotton 9.4% Spandex,170CM±5CM,170 cm ± 5 cm,320±5%,320 gsm ± 5%,2#,+3元,77.1,80.4,40.0,48.9,1.84,1.84 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,活性黑（2#）,Reactive Black(2#),,73.7,40.0
双面+肌理系列,一等品,First Grade,6329,粒子双面,Particle Double-Face,50.5%聚酯纤维 40.1%棉 9.4%氨纶,50.5% Polyester 40.1% Cotton 9.4% Spandex,170CM±5CM,170 cm ± 5 cm,320±5%,320 gsm ± 5%,36#,+5元,79.3,82.7,40.0,48.9,1.84,1.84 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,,73.7,40.0
双面+肌理系列,合格品,Qualified Grade,6369,索皱棉,Crinkle Cotton,54.6%棉 40.4%聚酯纤维 5%氨纶,54.6% Cotton 40.4% Polyester 5% Spandex,175CM±5CM,175 cm ± 5 cm,380±5%,380 gsm ± 5%,30#,+2元,66.3,69.1,46.1,54.4,1.5,1.5 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,64.1,66.8,44.6
双面+肌理系列,合格品,Qualified Grade,6369,索皱棉,Crinkle Cotton,54.6%棉 40.4%聚酯纤维 5%氨纶,54.6% Cotton 40.4% Polyester 5% Spandex,175CM±5CM,175 cm ± 5 cm,380±5%,380 gsm ± 5%,"2#,29#,31#,32#,41#,45#",+3元,67.4,70.3,46.8,54.4,1.5,1.5 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,活性黑（2#）,Reactive Black(2#),64.1,66.8,44.6
双面+肌理系列,一等品,First Grade,6369,索皱棉,Crinkle Cotton,54.6%棉 40.4%聚酯纤维 5%氨纶,54.6% Cotton 40.4% Polyester 5% Spandex,175CM±5CM,175 cm ± 5 cm,380±5%,380 gsm ± 5%,30#,+2元,73.7,76.0,46.1,54.4,1.5,1.5 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,,73.7,49.1
双面+肌理系列,一等品,First Grade,6369,索皱棉,Crinkle Cotton,54.6%棉 40.4%聚酯纤维 5%氨纶,54.6% Cotton 40.4% Polyester 5% Spandex,175CM±5CM,175 cm ± 5 cm,380±5%,380 gsm ± 5%,"2#,29#,31#,32#,41#,45#",+3元,73.7,77.1,46.8,54.4,1.5,1.5 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,活性黑（2#）,Reactive Black(2#),,73.7,49.1
双面+肌理系列,合格品,Qualified Grade,9182,冰爽澳棉,Cool Australian Cotton,100%棉,100% Cotton,175CM±5CM,175 cm ± 5 cm,200±5%,200 gsm ± 5%,"1#,32#",-2元,68.5,71.4,25.0,38.0,2.86,2.86 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,70.7,73.7,25.8
双面+肌理系列,合格品,Qualified Grade,9182,冰爽澳棉,Cool Australian Cotton,100%棉,100% Cotton,175CM±5CM,175 cm ± 5 cm,200±5%,200 gsm ± 5%,73#,+2元,72.8,76.0,26.5,38.0,2.86,2.86 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,70.7,73.7,25.8
双面+肌理系列,合格品,Qualified Grade,9182,冰爽澳棉,Cool Australian Cotton,100%棉,100% Cotton,175CM±5CM,175 cm ± 5 cm,200±5%,200 gsm ± 5%,"2#,12#,25#,33#,40#,43#,49#,56#",+3元,73.9,77.1,27.0,38.0,2.86,2.86 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,活性黑（2#）,Reactive Black(2#),70.7,73.7,25.8
双面+肌理系列,合格品,Qualified Grade,9182,冰爽澳棉,Cool Australian Cotton,100%棉,100% Cotton,175CM±5CM,175 cm ± 5 cm,200±5%,200 gsm ± 5%,76#,+5元,76.1,79.3,27.7,38.0,2.86,2.86 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,70.7,73.7,25.8
双面+肌理系列,一等品,First Grade,9182,冰爽澳棉,Cool Australian Cotton,100%棉,100% Cotton,175CM±5CM,175 cm ± 5 cm,200±5%,200 gsm ± 5%,"1#,32#",-2元,80.4,78.3,25.0,38.0,2.86,2.86 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,,80.4,28.2
双面+肌理系列,一等品,First Grade,9182,冰爽澳棉,Cool Australian Cotton,100%棉,100% Cotton,175CM±5CM,175 cm ± 5 cm,200±5%,200 gsm ± 5%,73#,+2元,80.4,82.7,26.5,38.0,2.86,2.86 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,,80.4,28.2
双面+肌理系列,一等品,First Grade,9182,冰爽澳棉,Cool Australian Cotton,100%棉,100% Cotton,175CM±5CM,175 cm ± 5 cm,200±5%,200 gsm ± 5%,"2#,12#,25#,33#,40#,43#,49#,56#",+3元,80.4,83.9,27.0,38.0,2.86,2.86 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,活性黑（2#）,Reactive Black(2#),,80.4,28.2
双面+肌理系列,一等品,First Grade,9182,冰爽澳棉,Cool Australian Cotton,100%棉,100% Cotton,175CM±5CM,175 cm ± 5 cm,200±5%,200 gsm ± 5%,76#,+5元,80.4,86.2,27.7,38.0,2.86,2.86 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,,80.4,28.2
双面+肌理系列,合格品,Qualified Grade,63070,-,Not specified,45.5%棉 33.5%聚酯纤维 13.1%莱赛尔 7.9%氨纶,45.5% Cotton 33.5% Polyester 13.1% Lyocell 7.9% Spandex,160CM±5CM,160 cm ± 5 cm,260±5%,260 gsm ± 5%,"5#,10#,13#,14#,15#",+2元,73.9,77.1,32.1,38.0,2.4,2.4 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,深色湿擦2级,深色湿擦2级,71.7,74.8,31.2
双面+肌理系列,合格品,Qualified Grade,63070,-,Not specified,45.5%棉 33.5%聚酯纤维 13.1%莱赛尔 7.9%氨纶,45.5% Cotton 33.5% Polyester 13.1% Lyocell 7.9% Spandex,160CM±5CM,160 cm ± 5 cm,260±5%,260 gsm ± 5%,2#,+3元,75.0,78.3,32.6,38.0,2.4,2.4 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,深色湿擦2级/活性黑（2#）,深色湿擦2级/Reactive Black(2#),71.7,74.8,31.2
双面+肌理系列,一等品,First Grade,63070,-,Not specified,45.5%棉 33.5%聚酯纤维 13.1%莱赛尔 7.9%氨纶,45.5% Cotton 33.5% Polyester 13.1% Lyocell 7.9% Spandex,160CM±5CM,160 cm ± 5 cm,260±5%,260 gsm ± 5%,"5#,10#,13#,14#,15#",+2元,81.6,83.9,32.1,38.0,2.4,2.4 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,深色湿擦2级,深色湿擦2级,,81.6,34.0
双面+肌理系列,一等品,First Grade,63070,-,Not specified,45.5%棉 33.5%聚酯纤维 13.1%莱赛尔 7.9%氨纶,45.5% Cotton 33.5% Polyester 13.1% Lyocell 7.9% Spandex,160CM±5CM,160 cm ± 5 cm,260±5%,260 gsm ± 5%,2#,+3元,81.6,85.0,32.6,38.0,2.4,2.4 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,深色湿擦2级/活性黑（2#）,深色湿擦2级/Reactive Black(2#),,81.6,34.0
天丝羊毛系列,合格品,Qualified Grade,6211,奥地利兰精天丝,Austrian Lenzing Tencel,100%莱赛尔,100% Lyocell,180CM±5CM,180 cm ± 5 cm,130±5%,130 gsm ± 5%,"58#,59#,63#",+2元,90.2,101.8,23.8,32.6,4.27,4.27 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,只能做现货,Stock fabric only,88.0,99.3,23.3
天丝羊毛系列,合格品,Qualified Grade,6211,奥地利兰精天丝,Austrian Lenzing Tencel,100%莱赛尔,100% Lyocell,180CM±5CM,180 cm ± 5 cm,130±5%,130 gsm ± 5%,2#,+3元,91.3,103.0,24.1,32.6,4.27,4.27 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,只能做现货/活性黑（2#）,Stock fabric only/Reactive Black(2#),88.0,99.3,23.3
天丝羊毛系列,合格品,Qualified Grade,6211,奥地利兰精天丝,Austrian Lenzing Tencel,100%莱赛尔,100% Lyocell,180CM±5CM,180 cm ± 5 cm,130±5%,130 gsm ± 5%,49#,+5元,93.5,105.5,24.7,32.6,4.27,4.27 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,只能做现货,Stock fabric only,88.0,99.3,23.3
天丝羊毛系列,一等品,First Grade,6211,奥地利兰精天丝,Austrian Lenzing Tencel,100%莱赛尔,100% Lyocell,180CM±5CM,180 cm ± 5 cm,130±5%,130 gsm ± 5%,"58#,59#,63#",+2元,90.2,101.8,23.8,32.6,4.27,4.27 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,只能做现货,Stock fabric only,,,
天丝羊毛系列,一等品,First Grade,6211,奥地利兰精天丝,Austrian Lenzing Tencel,100%莱赛尔,100% Lyocell,180CM±5CM,180 cm ± 5 cm,130±5%,130 gsm ± 5%,2#,+3元,91.3,103.0,24.1,32.6,4.27,4.27 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,只能做现货/活性黑（2#）,Stock fabric only/Reactive Black(2#),,,
天丝羊毛系列,一等品,First Grade,6211,奥地利兰精天丝,Austrian Lenzing Tencel,100%莱赛尔,100% Lyocell,180CM±5CM,180 cm ± 5 cm,130±5%,130 gsm ± 5%,49#,+5元,93.5,105.5,24.7,32.6,4.27,4.27 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,只能做现货,Stock fabric only,,,
天丝羊毛系列,合格品,Qualified Grade,6333,美利奴天丝羊毛,Merino Tencel Wool,"45,46:63.9%莱赛尔 17.8%聚酯纤维 16%绵羊毛 2.3%氨纶/75:80.1%莱赛尔 17.6%绵羊毛 2.3%氨纶","45,46:63.9% Lyocell 17.8% Polyester 16% Sheep Wool 2.3% Spandex / 75:80.1% Lyocell 17.6% Sheep Wool 2.3% Spandex",165CM±5CM,165 cm ± 5 cm,180±5%,180 gsm ± 5%,"29#,48#,51#,55#,56#,74#,75#",+2元,139.1,145.1,43.0,54.4,3.37,3.37 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,多成分,Multiple compositions,137.0,142.8,42.4
天丝羊毛系列,合格品,Qualified Grade,6333,美利奴天丝羊毛,Merino Tencel Wool,"45,46:63.9%莱赛尔 17.8%聚酯纤维 16%绵羊毛 2.3%氨纶/75:80.1%莱赛尔 17.6%绵羊毛 2.3%氨纶","45,46:63.9% Lyocell 17.8% Polyester 16% Sheep Wool 2.3% Spandex / 75:80.1% Lyocell 17.6% Sheep Wool 2.3% Spandex",165CM±5CM,165 cm ± 5 cm,180±5%,180 gsm ± 5%,"2#,46#",+3元,140.2,146.3,43.4,54.4,3.37,3.37 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,多成分/活性黑（2#）,Multiple compositions/Reactive Black(2#),137.0,142.8,42.4
天丝羊毛系列,合格品,Qualified Grade,6333,美利奴天丝羊毛,Merino Tencel Wool,"45,46:63.9%莱赛尔 17.8%聚酯纤维 16%绵羊毛 2.3%氨纶/75:80.1%莱赛尔 17.6%绵羊毛 2.3%氨纶","45,46:63.9% Lyocell 17.8% Polyester 16% Sheep Wool 2.3% Spandex / 75:80.1% Lyocell 17.6% Sheep Wool 2.3% Spandex",165CM±5CM,165 cm ± 5 cm,180±5%,180 gsm ± 5%,47#,+5元,142.4,148.6,44.1,54.4,3.37,3.37 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,多成分,Multiple compositions,137.0,142.8,42.4
天丝羊毛系列,一等品,First Grade,6333,美利奴天丝羊毛,Merino Tencel Wool,"45,46:63.9%莱赛尔 17.8%聚酯纤维 16%绵羊毛 2.3%氨纶/75:80.1%莱赛尔 17.6%绵羊毛 2.3%氨纶","45,46:63.9% Lyocell 17.8% Polyester 16% Sheep Wool 2.3% Spandex / 75:80.1% Lyocell 17.6% Sheep Wool 2.3% Spandex",165CM±5CM,165 cm ± 5 cm,180±5%,180 gsm ± 5%,"29#,48#,51#,55#,56#,74#,75#",+2元,149.7,152.0,43.0,54.4,3.37,3.37 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,多成分,Multiple compositions,,149.7,44.5
天丝羊毛系列,一等品,First Grade,6333,美利奴天丝羊毛,Merino Tencel Wool,"45,46:63.9%莱赛尔 17.8%聚酯纤维 16%绵羊毛 2.3%氨纶/75:80.1%莱赛尔 17.6%绵羊毛 2.3%氨纶","45,46:63.9% Lyocell 17.8% Polyester 16% Sheep Wool 2.3% Spandex / 75:80.1% Lyocell 17.6% Sheep Wool 2.3% Spandex",165CM±5CM,165 cm ± 5 cm,180±5%,180 gsm ± 5%,"2#,46#",+3元,149.7,153.0,43.4,54.4,3.37,3.37 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,多成分/活性黑（2#）,Multiple compositions/Reactive Black(2#),,149.7,44.5
天丝羊毛系列,一等品,First Grade,6333,美利奴天丝羊毛,Merino Tencel Wool,"45,46:63.9%莱赛尔 17.8%聚酯纤维 16%绵羊毛 2.3%氨纶/75:80.1%莱赛尔 17.6%绵羊毛 2.3%氨纶","45,46:63.9% Lyocell 17.8% Polyester 16% Sheep Wool 2.3% Spandex / 75:80.1% Lyocell 17.6% Sheep Wool 2.3% Spandex",165CM±5CM,165 cm ± 5 cm,180±5%,180 gsm ± 5%,47#,+5元,149.7,155.3,44.1,54.4,3.37,3.37 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,多成分,Multiple compositions,,149.7,44.5
天丝羊毛系列,合格品,Qualified Grade,6359,极品奥地利兰精天丝,Premium Austrian Lenzing Tencel,93.5%莱赛尔 6.5%氨纶,93.5% Lyocell 6.5% Spandex,170CM±5CM,170 cm ± 5 cm,190±5,190 gsm ± 5 gsm,"24#,25#,26#,29#",+2元,96.7,100.9,32.5,43.5,3.1,3.1 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,94.6,98.6,31.8
天丝羊毛系列,合格品,Qualified Grade,6359,极品奥地利兰精天丝,Premium Austrian Lenzing Tencel,93.5%莱赛尔 6.5%氨纶,93.5% Lyocell 6.5% Spandex,170CM±5CM,170 cm ± 5 cm,190±5,190 gsm ± 5 gsm,2#,+3元,97.8,102.1,32.9,43.5,3.1,3.1 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,活性黑（2#）,Reactive Black(2#),94.6,98.6,31.8
天丝羊毛系列,一等品,First Grade,6359,极品奥地利兰精天丝,Premium Austrian Lenzing Tencel,93.5%莱赛尔 6.5%氨纶,93.5% Lyocell 6.5% Spandex,170CM±5CM,170 cm ± 5 cm,190±5,190 gsm ± 5 gsm,"24#,25#,26#,29#",+2元,105.4,107.7,32.5,43.5,3.1,3.1 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,,105.4,34.0
天丝羊毛系列,一等品,First Grade,6359,极品奥地利兰精天丝,Premium Austrian Lenzing Tencel,93.5%莱赛尔 6.5%氨纶,93.5% Lyocell 6.5% Spandex,170CM±5CM,170 cm ± 5 cm,190±5,190 gsm ± 5 gsm,2#,+3元,105.4,108.8,32.9,43.5,3.1,3.1 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,活性黑（2#）,Reactive Black(2#),,105.4,34.0
天丝羊毛系列,合格品,Qualified Grade,6370,美利奴天丝羊毛,Merino Tencel Wool,64.5%莱赛尔 27.7%绵羊毛 7.8%氨纶,64.5% Lyocell 27.7% Sheep Wool 7.8% Spandex,150CM±5CM,150 cm ± 5 cm,140±5%,140 gsm ± 5%,21#,+2元,160.9,167.8,35.2,43.5,4.76,4.76 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,158.7,165.5,34.8
天丝羊毛系列,合格品,Qualified Grade,6370,美利奴天丝羊毛,Merino Tencel Wool,64.5%莱赛尔 27.7%绵羊毛 7.8%氨纶,64.5% Lyocell 27.7% Sheep Wool 7.8% Spandex,150CM±5CM,150 cm ± 5 cm,140±5%,140 gsm ± 5%,46076.0005,+3元,162.0,168.9,35.4,43.5,4.76,4.76 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,活性黑（2#）,Reactive Black(2#),158.7,165.5,34.8
天丝羊毛系列,一等品,First Grade,6370,美利奴天丝羊毛,Merino Tencel Wool,64.5%莱赛尔 27.7%绵羊毛 7.8%氨纶,64.5% Lyocell 27.7% Sheep Wool 7.8% Spandex,150CM±5CM,150 cm ± 5 cm,140±5%,140 gsm ± 5%,21#,+2元,172.4,174.7,35.2,43.5,4.76,4.76 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,,172.4,36.2
